CREDIT_CODE|AMOUNT|CURRENCY|PAYMENT_DATE
132310106134|100.00|SOLES|2020-01-13
132310621934|505.00|SOLES|2020-01-15
133010001864|306.80|SOLES|2020-01-18
133010009750|230.00|SOLES|2020-01-21
132310233565|180.00|SOLES|2020-01-30
142110268372|250.00|SOLES|2020-01-17
143010005617|849.29|SOLES|2020-01-31
143010005617|999.00|SOLES|2020-01-31
143010005617|1.71|SOLES|2020-01-31
112310028926|100.00|SOLES|2020-01-31
132310396461|100.00|SOLES|2020-01-31
112310157873|30.00|SOLES|2020-01-31
132310447090|70.00|SOLES|2020-01-25
132310453767|100.00|SOLES|2020-01-18
132310537759|50.00|SOLES|2020-01-30
112310741437|100.00|SOLES|2020-01-31
132310579942|200.00|SOLES|2020-01-29
132310706180|312.10|SOLES|2020-01-31
132310706180|312.10|SOLES|2020-01-02
152310497705|100.00|SOLES|2020-01-30
152310571525|50.00|SOLES|2020-01-29
152310586192|50.00|SOLES|2020-01-28
153010012059|250.00|SOLES|2020-01-22
153010040993|3232.06|SOLES|2020-01-21
153010040993|1267.79|SOLES|2020-01-21
160110119460|50.00|SOLES|2020-01-20
152310500656|150.00|SOLES|2020-01-31
152310538292|100.00|SOLES|2020-01-14
152310538292|100.00|SOLES|2020-01-27
152310587802|525.00|SOLES|2020-01-21
152310623086|41.00|SOLES|2020-01-31
122310292869|350.00|SOLES|2020-01-31
122310410974|150.00|SOLES|2020-01-20
122310654001|180.00|SOLES|2020-01-20
122310682168|92.98|SOLES|2020-01-31
122310682168|307.02|SOLES|2020-01-31
162310475114|100.00|SOLES|2020-01-31
162310475114|50.00|SOLES|2020-01-31
122410002861|100.00|SOLES|2020-01-29
162310291016|500.00|SOLES|2020-01-21
162310291016|309.00|SOLES|2020-01-21
162310292832|100.00|SOLES|2020-01-30
123010000093|100.00|SOLES|2020-01-27
162310317910|500.00|SOLES|2020-01-30
162310408487|200.00|SOLES|2020-01-31
162311059412|560.70|SOLES|2020-01-20
162310552722|100.00|SOLES|2020-01-24
162410021107|50.00|SOLES|2020-01-22
172110020077|50.00|SOLES|2020-01-27
172110055644|216.70|SOLES|2020-01-28
162310563042|100.00|SOLES|2020-01-30
162310579956|120.00|SOLES|2020-01-27
172310249872|30.00|SOLES|2020-01-30
162310917016|10.00|SOLES|2020-01-07
172310441958|149.39|SOLES|2020-01-24
172310441958|100.61|SOLES|2020-01-24
172310473472|200.75|SOLES|2020-01-30
172310587909|200.00|SOLES|2020-01-29
172310587909|200.00|SOLES|2020-01-31
172310596082|80.00|SOLES|2020-01-30
172310635674|400.00|SOLES|2020-01-27
172310358384|100.00|SOLES|2020-01-17
172310444655|200.00|SOLES|2020-01-30
132310332664|100.00|SOLES|2020-01-14
172310509119|100.00|SOLES|2020-01-28
172310571259|150.00|SOLES|2020-01-06
132310720595|200.00|SOLES|2020-01-15
172310715849|609.00|SOLES|2020-01-30
173010043847|200.00|SOLES|2020-01-31
173010057342|224.50|SOLES|2020-01-07
173010057342|224.50|SOLES|2020-01-27
133010041761|500.00|SOLES|2020-01-30
142310267927|351.54|SOLES|2020-01-29
142310267927|98.36|SOLES|2020-01-29
252310557803|300.00|SOLES|2020-01-31
252310563405|300.00|SOLES|2020-01-17
252310641565|185.00|SOLES|2020-01-17
252410028416|500.00|SOLES|2020-01-31
262110163546|286.59|SOLES|2020-01-30
262110163546|103.41|SOLES|2020-01-30
252310450470|200.00|SOLES|2020-01-20
252310475428|100.00|SOLES|2020-01-06
252310610727|521.07|SOLES|2020-01-17
252310610727|298.93|SOLES|2020-01-17
252410032962|200.00|SOLES|2020-01-23
262310360611|162.09|SOLES|2020-01-27
262310360611|537.91|SOLES|2020-01-27
272110053985|250.00|SOLES|2020-01-17
152310562573|101.00|SOLES|2020-01-31
272310366609|250.00|SOLES|2020-01-30
152310610687|625.00|SOLES|2020-01-14
153010032412|869.60|SOLES|2020-01-27
272310251033|100.00|SOLES|2020-01-30
272310293068|36.10|SOLES|2020-01-25
272310293068|413.90|SOLES|2020-01-25
272310302190|686.73|SOLES|2020-01-28
272310302190|198.27|SOLES|2020-01-28
272310356287|100.00|SOLES|2020-01-31
272310385930|500.00|SOLES|2020-01-31
272410013226|100.00|SOLES|2020-01-08
282110002346|500.00|SOLES|2020-01-16
282310041730|50.00|SOLES|2020-01-07
282110034893|683.16|SOLES|2020-01-23
282110034893|316.84|SOLES|2020-01-23
162110071626|50.00|SOLES|2020-01-31
282310373018|2440.19|SOLES|2020-01-27
282310373018|1501.76|SOLES|2020-01-27
282410023943|120.00|SOLES|2020-01-22
162310089972|200.00|SOLES|2020-01-30
162310211923|100.00|SOLES|2020-01-29
162310297781|100.00|SOLES|2020-01-31
282410036507|100.00|SOLES|2020-01-31
283010016238|250.00|SOLES|2020-01-31
283010016238|167.00|SOLES|2020-01-03
282310381862|553.00|SOLES|2020-01-15
162310514391|100.00|SOLES|2020-01-27
302110029568|100.00|SOLES|2020-01-30
162310623259|50.00|SOLES|2020-01-27
162310648827|50.00|SOLES|2020-01-31
162310700651|50.00|SOLES|2020-01-25
162310766074|224.50|SOLES|2020-01-30
302110067550|88.40|SOLES|2020-01-24
302110067550|231.60|SOLES|2020-01-24
302310032503|100.00|SOLES|2020-01-13
162310945835|200.00|SOLES|2020-01-27
162310970783|260.00|SOLES|2020-01-04
162310970783|124.60|SOLES|2020-01-31
162310970783|675.40|SOLES|2020-01-31
162311036790|169.41|SOLES|2020-01-15
162311036790|180.59|SOLES|2020-01-15
302310386347|342.00|SOLES|2020-01-18
302310401948|100.00|SOLES|2020-01-30
172110046148|100.56|SOLES|2020-01-24
172110046148|99.44|SOLES|2020-01-24
302310347349|100.00|SOLES|2020-01-30
302310398730|200.00|SOLES|2020-01-11
172310298242|100.00|SOLES|2020-01-25
302310444062|358.01|SOLES|2020-01-15
302310444062|612.81|SOLES|2020-01-15
302310478425|916.07|SOLES|2020-01-27
302310478425|999.00|SOLES|2020-01-27
302310478425|999.00|SOLES|2020-01-27
302310478425|999.00|SOLES|2020-01-27
302310478425|86.93|SOLES|2020-01-27
302310586383|695.50|SOLES|2020-01-28
172310444978|599.06|SOLES|2020-01-27
172310444978|300.94|SOLES|2020-01-27
172310450405|100.00|SOLES|2020-01-31
172310538605|313.00|SOLES|2020-01-23
303010018651|1000.10|SOLES|2020-01-25
312310089007|130.00|SOLES|2020-01-31
312310276836|493.70|SOLES|2020-01-31
312310276836|306.30|SOLES|2020-01-31
242110317946|280.00|SOLES|2020-01-31
322310264559|200.00|SOLES|2020-01-31
322310243801|100.00|SOLES|2020-01-31
252310310880|100.00|SOLES|2020-01-31
252310384240|350.00|SOLES|2020-01-31
252310577611|148.25|SOLES|2020-01-31
252310586828|999.00|SOLES|2020-01-31
252310586828|999.00|SOLES|2020-01-31
252310586828|2000.00|SOLES|2020-01-31
252310586828|667.46|SOLES|2020-01-31
252310586828|834.54|SOLES|2020-01-31
252310612244|588.00|SOLES|2020-01-29
252410023045|500.00|SOLES|2020-01-03
352310143941|100.00|SOLES|2020-01-28
352310435362|300.00|SOLES|2020-01-29
352310518845|100.00|SOLES|2020-01-30
322410001778|250.00|SOLES|2020-01-14
353010022534|300.00|SOLES|2020-01-29
352310363747|200.00|SOLES|2020-01-22
352310384172|302.03|SOLES|2020-01-25
352310384172|97.97|SOLES|2020-01-25
352310483404|148.25|SOLES|2020-01-21
372310224301|100.00|SOLES|2020-01-30
372310230779|400.00|SOLES|2020-01-24
373010035724|100.00|SOLES|2020-01-31
382310028685|100.00|SOLES|2020-01-29
272310377481|626.12|SOLES|2020-01-31
272310377481|900.00|SOLES|2020-01-31
272310377481|165.88|SOLES|2020-01-31
392310077798|280.00|SOLES|2020-01-27
402310595218|120.75|SOLES|2020-01-24
402310595218|279.25|SOLES|2020-01-24
412310053076|289.30|SOLES|2020-01-25
412310094799|139.62|SOLES|2020-01-27
412310094799|124.77|SOLES|2020-01-27
412310094799|135.61|SOLES|2020-01-27
382310151685|150.00|SOLES|2020-01-02
272310385997|300.00|SOLES|2020-01-31
383010019974|300.00|SOLES|2020-01-31
282310129600|50.00|SOLES|2020-01-29
402310704745|348.30|SOLES|2020-01-28
282310241645|50.00|SOLES|2020-01-31
482310650700|196.01|SOLES|2020-01-21
482310650700|103.99|SOLES|2020-01-21
282310264977|500.00|SOLES|2020-01-31
512310319052|230.00|SOLES|2020-01-23
582310003717|400.00|SOLES|2020-01-31
282910016454|300.00|SOLES|2020-01-02
662310191462|48.29|SOLES|2020-01-28
662310191462|111.71|SOLES|2020-01-28
672310187055|288.77|SOLES|2020-01-17
672310186982|338.70|SOLES|2020-01-17
672310186982|94.39|SOLES|2020-01-17
812310001571|2253.29|SOLES|2020-01-27
812310001571|976.71|SOLES|2020-01-27
003710041587|400.00|SOLES|2020-01-27
302310369269|57.56|SOLES|2020-01-28
302310369269|542.44|SOLES|2020-01-28
003710078027|200.00|SOLES|2020-01-30
302310617931|300.00|SOLES|2020-01-31
003710127774|190.00|SOLES|2020-01-28
003710129564|10000.00|SOLES|2020-01-31
003710152756|412.70|SOLES|2020-01-20
302910004993|300.00|SOLES|2020-01-06
312110046520|1178.60|SOLES|2020-01-04
005710195586|498.00|SOLES|2020-01-16
005710195586|202.00|SOLES|2020-01-16
005710385047|66.90|SOLES|2020-01-13
005710449009|347.00|SOLES|2020-01-31
312310277248|233.50|SOLES|2020-01-31
312310281976|530.00|SOLES|2020-01-20
006710033140|314.00|SOLES|2020-01-20
322310112840|318.74|SOLES|2020-01-29
322310112840|781.26|SOLES|2020-01-29
006710181410|280.80|SOLES|2020-01-14
006710181410|300.00|SOLES|2020-01-04
006710257541|1650.00|SOLES|2020-01-31
322310225659|98.25|SOLES|2020-01-15
006710474799|283.00|SOLES|2020-01-28
322310268329|1250.00|SOLES|2020-01-31
332310177859|201.40|SOLES|2020-01-27
332310177859|98.60|SOLES|2020-01-27
352310153023|200.00|SOLES|2020-01-31
352310312264|100.00|SOLES|2020-01-18
352310505891|406.78|SOLES|2020-01-02
352310549899|900.00|SOLES|2020-01-31
352310549899|100.00|SOLES|2020-01-31
352310619064|200.00|SOLES|2020-01-04
007710194171|508.40|SOLES|2020-01-08
372110008557|50.00|SOLES|2020-01-28
008710093439|554.30|SOLES|2020-01-27
008710100051|170.00|SOLES|2020-01-31
372310220283|323.30|SOLES|2020-01-21
372310225571|135.60|SOLES|2020-01-31
372310230423|200.00|SOLES|2020-01-30
372410015039|506.00|SOLES|2020-01-03
373010035799|978.30|SOLES|2020-01-21
009710384224|4000.00|SOLES|2020-01-31
009710404543|400.00|SOLES|2020-01-28
009710417719|300.00|SOLES|2020-01-29
382310061637|200.00|SOLES|2020-01-27
009710438418|291.25|SOLES|2020-01-31
382310111879|50.00|SOLES|2020-01-28
382310193844|300.00|SOLES|2020-01-13
382310205606|300.00|SOLES|2020-01-31
383010016251|300.00|SOLES|2020-01-31
402310262066|300.00|SOLES|2020-01-28
412310212938|350.00|SOLES|2020-01-17
412310272072|200.00|SOLES|2020-01-31
010710113258|120.77|SOLES|2020-01-15
010710113258|149.23|SOLES|2020-01-15
442310117209|270.75|SOLES|2020-01-24
442310117209|279.25|SOLES|2020-01-24
011710273076|255.00|SOLES|2020-01-30
462310149051|50.00|SOLES|2020-01-30
462310197696|73.94|SOLES|2020-01-07
462310197696|98.63|SOLES|2020-01-07
462310343340|93.00|SOLES|2020-01-30
011710442630|450.00|SOLES|2020-01-27
522310064343|172.41|SOLES|2020-01-13
522310064343|327.59|SOLES|2020-01-13
582310027682|100.00|SOLES|2020-01-17
012710370615|152.77|SOLES|2020-01-07
012710370672|125.75|SOLES|2020-01-07
012710460077|300.00|SOLES|2020-01-30
012710500922|300.00|SOLES|2020-01-07
012710719142|273.60|SOLES|2020-01-03
012910001861|778.95|SOLES|2020-01-21
013710040414|300.00|SOLES|2020-01-30
013710150163|200.00|SOLES|2020-01-24
013710445340|878.00|SOLES|2020-01-27
013710571947|792.60|SOLES|2020-01-17
014710136277|265.00|SOLES|2020-01-10
015710003110|232.80|SOLES|2020-01-22
015710021617|340.00|SOLES|2020-01-31
015710059765|193.24|SOLES|2020-01-22
015710059765|106.76|SOLES|2020-01-22
015710060847|250.00|SOLES|2020-01-28
015710072560|300.00|SOLES|2020-01-27
015710115070|100.05|SOLES|2020-01-16
015710179548|591.20|SOLES|2020-01-09
015710190677|935.39|SOLES|2020-01-27
015710190677|7064.61|SOLES|2020-01-27
015710246289|338.00|SOLES|2020-01-30
016710445947|400.00|SOLES|2020-01-15
016710493608|88.20|SOLES|2020-01-31
016710495272|500.00|SOLES|2020-01-09
016710528635|452.16|SOLES|2020-01-13
016710665080|353.07|SOLES|2020-01-15
017710182324|1350.00|SOLES|2020-01-29
017710196936|100.00|SOLES|2020-01-31
017710197157|150.00|SOLES|2020-01-31
022710469051|786.10|SOLES|2020-01-13
023010002519|999.00|SOLES|2020-01-29
023010002519|999.00|SOLES|2020-01-29
