CREDIT_CODE|AMOUNT|CURRENCY|PAYMENT_DATE
100110028113|64.53|SOLES|2020-07-09
100110028113|402.47|SOLES|2020-07-09
132310621934|505.00|SOLES|2020-07-21
132910011601|385.86|SOLES|2020-07-31
132910011601|894.14|SOLES|2020-07-31
133010001864|306.80|SOLES|2020-07-21
132310232641|151.66|SOLES|2020-07-07
132310232641|198.34|SOLES|2020-07-07
142110137205|37.03|SOLES|2020-07-30
142110137205|150.97|SOLES|2020-07-30
143010005617|200.00|SOLES|2020-07-31
112310028926|100.00|SOLES|2020-07-30
132310447090|70.00|SOLES|2020-07-27
152110055281|392.71|SOLES|2020-07-16
152110055281|107.29|SOLES|2020-07-16
132310483756|101.17|SOLES|2020-07-31
132310483756|192.65|SOLES|2020-07-31
132310483756|199.87|SOLES|2020-07-31
132310483756|206.31|SOLES|2020-07-31
132310492880|84.62|SOLES|2020-07-23
132310492880|115.38|SOLES|2020-07-23
132310537759|50.00|SOLES|2020-07-02
132310537759|50.00|SOLES|2020-07-24
112310850402|202.20|SOLES|2020-07-29
112310850402|1015.00|SOLES|2020-07-22
132310579942|100.00|SOLES|2020-07-29
120110033780|9.75|SOLES|2020-07-29
120110033780|490.25|SOLES|2020-07-29
142110081791|283.76|SOLES|2020-07-31
142110081791|216.24|SOLES|2020-07-31
142110216835|24.11|SOLES|2020-07-03
142110216835|134.26|SOLES|2020-07-03
142110216835|139.80|SOLES|2020-07-03
142110216835|145.98|SOLES|2020-07-03
142110216835|151.59|SOLES|2020-07-03
142110216835|4.26|SOLES|2020-07-03
152310497705|100.00|SOLES|2020-07-01
142310228382|1700.00|SOLES|2020-07-20
152110046066|286.04|SOLES|2020-07-23
152110046066|213.96|SOLES|2020-07-23
152310571525|50.00|SOLES|2020-07-31
152310573653|292.67|SOLES|2020-07-16
152310573653|857.33|SOLES|2020-07-16
152310578231|300.00|SOLES|2020-07-13
122310078672|171.30|SOLES|2020-07-31
152310586192|50.00|SOLES|2020-07-01
122310089216|172.98|SOLES|2020-07-20
122310089216|489.02|SOLES|2020-07-20
152410023351|153.83|SOLES|2020-07-29
152410023351|296.17|SOLES|2020-07-29
152310468219|1073.00|SOLES|2020-07-21
152310468219|246.46|SOLES|2020-07-21
152310491971|450.00|SOLES|2020-07-01
152310528251|150.00|SOLES|2020-07-30
152310538292|300.00|SOLES|2020-07-30
152310587802|260.00|SOLES|2020-07-29
162310019557|144.80|SOLES|2020-07-13
162310019557|205.20|SOLES|2020-07-13
152310607089|201.00|SOLES|2020-07-30
160110042662|59.64|SOLES|2020-07-21
160110042662|100.36|SOLES|2020-07-21
160510003421|573.50|SOLES|2020-07-23
122310410974|150.00|SOLES|2020-07-02
122310411600|174.49|SOLES|2020-07-31
122310411600|185.51|SOLES|2020-07-31
162110007026|127.70|SOLES|2020-07-17
162110007026|57.30|SOLES|2020-07-17
162110013875|43.83|SOLES|2020-07-22
162110013875|56.17|SOLES|2020-07-22
162110059753|88.91|SOLES|2020-07-31
162110059753|99.09|SOLES|2020-07-31
162110081617|188.28|SOLES|2020-07-14
162110081617|161.72|SOLES|2020-07-14
162310179237|18.56|SOLES|2020-07-04
162310179237|201.44|SOLES|2020-07-04
122310469517|6.34|SOLES|2020-07-27
122310469517|1193.66|SOLES|2020-07-27
122310525151|250.00|SOLES|2020-07-25
122310577103|350.00|SOLES|2020-07-07
162310454028|580.00|SOLES|2020-07-30
162310183148|300.00|SOLES|2020-07-13
122310808136|268.14|SOLES|2020-07-15
122310808136|931.86|SOLES|2020-07-15
122310826609|36.37|SOLES|2020-07-21
122310826609|205.63|SOLES|2020-07-21
162310292832|2000.00|SOLES|2020-07-27
162310312077|182.00|SOLES|2020-07-27
162310312077|380.00|SOLES|2020-07-27
162310317910|20.00|SOLES|2020-07-31
162310893589|146.00|SOLES|2020-07-31
162310920499|398.00|SOLES|2020-07-17
162310999873|1.02|SOLES|2020-07-31
162310999873|198.98|SOLES|2020-07-31
162311126179|596.00|SOLES|2020-07-22
162910008745|300.00|SOLES|2020-07-31
170110004034|299.56|SOLES|2020-07-24
170110004034|100.44|SOLES|2020-07-24
172110055644|216.70|SOLES|2020-07-27
162310563042|100.00|SOLES|2020-07-27
162310584998|414.96|SOLES|2020-07-07
162310584998|185.04|SOLES|2020-07-07
162310584998|600.00|SOLES|2020-07-20
162310606759|152.92|SOLES|2020-07-02
162310606759|347.08|SOLES|2020-07-02
132110011534|350.00|SOLES|2020-07-30
172310249872|30.00|SOLES|2020-07-31
172310316465|100.00|SOLES|2020-07-31
172310316465|92.68|SOLES|2020-07-31
172310316465|287.32|SOLES|2020-07-31
172310397580|50.00|SOLES|2020-07-27
172310473472|200.25|SOLES|2020-07-29
172310482127|145.00|SOLES|2020-07-31
132310143079|180.00|SOLES|2020-07-30
172310529240|130.55|SOLES|2020-07-30
172310529240|200.45|SOLES|2020-07-30
132310172219|116.82|SOLES|2020-07-10
132310172219|183.18|SOLES|2020-07-10
172310358384|200.00|SOLES|2020-07-31
192310025056|200.00|SOLES|2020-07-31
172310403545|178.12|SOLES|2020-07-31
172310403545|78.88|SOLES|2020-07-31
172310444655|200.00|SOLES|2020-07-30
172310509119|100.00|SOLES|2020-07-06
172310509119|728.44|SOLES|2020-07-30
172310509119|121.56|SOLES|2020-07-30
252110006621|142.84|SOLES|2020-07-29
252110006621|107.16|SOLES|2020-07-29
132310539599|182.00|SOLES|2020-07-02
132310539599|100.00|SOLES|2020-07-31
172310588097|406.90|SOLES|2020-07-30
172310588097|493.10|SOLES|2020-07-30
132310695680|436.72|SOLES|2020-07-16
132310695680|863.28|SOLES|2020-07-16
252310170193|131.09|SOLES|2020-07-31
252310170193|304.91|SOLES|2020-07-31
173010043847|200.00|SOLES|2020-07-29
182310136409|300.00|SOLES|2020-07-31
142110192184|210.00|SOLES|2020-07-11
222310103346|176.63|SOLES|2020-07-02
222310103346|303.37|SOLES|2020-07-02
252310557803|200.00|SOLES|2020-07-30
150110038562|78.04|SOLES|2020-07-08
150110038562|171.96|SOLES|2020-07-08
252410028416|500.00|SOLES|2020-07-03
150110488134|114.31|SOLES|2020-07-29
150110488134|205.69|SOLES|2020-07-29
152110032595|118.75|SOLES|2020-07-08
152110032595|181.25|SOLES|2020-07-08
242110246624|97.59|SOLES|2020-07-31
242110246624|102.41|SOLES|2020-07-31
252310275802|23.40|SOLES|2020-07-16
252310275802|201.60|SOLES|2020-07-16
252310391179|300.00|SOLES|2020-07-29
252310450470|200.00|SOLES|2020-07-20
152310469472|256.35|SOLES|2020-07-21
152310469472|94.65|SOLES|2020-07-21
262310196908|415.00|SOLES|2020-07-03
272310239590|15.63|SOLES|2020-07-16
272310239590|284.37|SOLES|2020-07-16
152310560734|300.00|SOLES|2020-07-30
152310560734|300.00|SOLES|2020-07-31
272310338376|189.80|SOLES|2020-07-16
272310338376|135.20|SOLES|2020-07-16
272310338376|324.00|SOLES|2020-07-31
152310607022|500.00|SOLES|2020-07-31
152410032634|60.00|SOLES|2020-07-29
152410038847|208.51|SOLES|2020-07-21
152410038847|490.49|SOLES|2020-07-21
160110004985|286.76|SOLES|2020-07-31
160110004985|193.24|SOLES|2020-07-31
272310251033|100.00|SOLES|2020-07-29
160110107168|50.00|SOLES|2020-07-27
282110007824|163.01|SOLES|2020-07-14
282110007824|186.99|SOLES|2020-07-14
272310340083|145.00|SOLES|2020-07-18
282110045139|550.00|SOLES|2020-07-31
282110002346|500.00|SOLES|2020-07-30
282110013988|177.01|SOLES|2020-07-14
282110013988|122.99|SOLES|2020-07-14
282110044561|317.77|SOLES|2020-07-31
282110044561|382.23|SOLES|2020-07-31
282310256809|151.98|SOLES|2020-07-08
282310256809|198.02|SOLES|2020-07-08
282310275189|44.85|SOLES|2020-07-14
282310275189|100.15|SOLES|2020-07-14
282310294917|615.18|SOLES|2020-07-15
282310294917|465.82|SOLES|2020-07-15
162110065255|158.00|SOLES|2020-07-30
162310184096|100.00|SOLES|2020-07-31
282310338052|782.50|SOLES|2020-07-31
282310338052|1717.50|SOLES|2020-07-31
282310346501|604.81|SOLES|2020-07-08
282310346501|395.19|SOLES|2020-07-08
282410036507|100.00|SOLES|2020-07-31
283010016238|250.00|SOLES|2020-07-31
282310381862|300.00|SOLES|2020-07-20
162310345408|157.00|SOLES|2020-07-17
292310352169|518.00|SOLES|2020-07-31
162310487747|86.57|SOLES|2020-07-23
162310487747|198.43|SOLES|2020-07-23
302310097548|542.82|SOLES|2020-07-30
302310097548|957.18|SOLES|2020-07-30
162310577059|96.82|SOLES|2020-07-21
162310577059|203.18|SOLES|2020-07-21
162310577059|95.00|SOLES|2020-07-24
162310700651|50.00|SOLES|2020-07-30
162310766074|224.50|SOLES|2020-07-30
302310277660|433.35|SOLES|2020-07-27
302310277660|486.65|SOLES|2020-07-27
162310899768|493.69|SOLES|2020-07-17
162310899768|206.31|SOLES|2020-07-17
302310032503|100.00|SOLES|2020-07-30
302310347349|98.25|SOLES|2020-07-30
172310251985|200.00|SOLES|2020-07-09
172310274458|300.00|SOLES|2020-07-18
302310519939|1150.00|SOLES|2020-07-14
302310549514|200.00|SOLES|2020-07-31
302410028302|850.00|SOLES|2020-07-31
172310693103|71.72|SOLES|2020-07-24
172310698755|66.41|SOLES|2020-07-31
172310698755|433.59|SOLES|2020-07-31
202310038643|603.09|SOLES|2020-07-27
202310038643|601.91|SOLES|2020-07-27
220110164504|37.42|SOLES|2020-07-27
220110164504|184.58|SOLES|2020-07-27
312310264097|18.05|SOLES|2020-07-24
312310264097|101.95|SOLES|2020-07-24
322310078819|29.26|SOLES|2020-07-22
322310078819|180.74|SOLES|2020-07-22
312310324834|210.00|SOLES|2020-07-04
322310216377|688.33|SOLES|2020-07-31
322310216377|900.00|SOLES|2020-07-31
322310216377|411.67|SOLES|2020-07-31
322310246226|6.51|SOLES|2020-07-31
322310246226|192.79|SOLES|2020-07-31
322310246226|200.70|SOLES|2020-07-31
322310117724|1050.00|SOLES|2020-07-29
322310257967|613.53|SOLES|2020-07-20
322310257967|386.47|SOLES|2020-07-20
322310233299|447.74|SOLES|2020-07-14
322310233299|252.26|SOLES|2020-07-14
322310241045|803.42|SOLES|2020-07-20
322310241045|496.58|SOLES|2020-07-20
252310211716|50.00|SOLES|2020-07-31
252310384240|200.00|SOLES|2020-07-23
352310018333|50.00|SOLES|2020-07-31
252310485427|428.66|SOLES|2020-07-24
252310485427|500.00|SOLES|2020-07-24
252310485427|71.34|SOLES|2020-07-24
252310489221|408.32|SOLES|2020-07-01
252310489221|91.68|SOLES|2020-07-16
252310489221|500.00|SOLES|2020-07-31
252310612244|586.25|SOLES|2020-07-03
252410041674|23.60|SOLES|2020-07-23
352310143941|100.00|SOLES|2020-07-31
262310441908|51.69|SOLES|2020-07-27
262310441908|198.31|SOLES|2020-07-27
352310435362|2000.00|SOLES|2020-07-31
272110046013|543.50|SOLES|2020-07-20
272110046013|606.50|SOLES|2020-07-20
272110052672|391.56|SOLES|2020-07-20
272110052672|108.44|SOLES|2020-07-20
322310273477|135.25|SOLES|2020-07-02
322310273477|564.75|SOLES|2020-07-02
322310273774|911.79|SOLES|2020-07-25
322310273774|488.21|SOLES|2020-07-25
272310068890|200.00|SOLES|2020-07-16
342310148305|73.16|SOLES|2020-07-30
342310148305|156.84|SOLES|2020-07-30
352310024695|170.00|SOLES|2020-07-30
352310028639|8.32|SOLES|2020-07-31
352310028639|181.68|SOLES|2020-07-31
352310370692|199.01|SOLES|2020-07-21
352310483404|148.25|SOLES|2020-07-21
352310641522|200.00|SOLES|2020-07-21
372310121630|187.27|SOLES|2020-07-24
372310121630|372.52|SOLES|2020-07-24
372310121630|199.48|SOLES|2020-07-24
372310127173|99.12|SOLES|2020-07-24
372310127173|300.88|SOLES|2020-07-24
362110100405|955.13|SOLES|2020-07-31
362110100405|144.87|SOLES|2020-07-31
372310135556|40.73|SOLES|2020-07-24
372310212090|126.44|SOLES|2020-07-24
372310212090|1417.02|SOLES|2020-07-24
372310212090|1456.49|SOLES|2020-07-24
382310071180|51.77|SOLES|2020-07-23
382310071180|198.23|SOLES|2020-07-23
372310211647|100.00|SOLES|2020-07-07
382310080173|279.70|SOLES|2020-07-02
382310148087|400.00|SOLES|2020-07-31
382310139854|300.84|SOLES|2020-07-20
382310139854|299.16|SOLES|2020-07-20
412310117392|206.08|SOLES|2020-07-15
412310117392|43.92|SOLES|2020-07-15
382310175635|103.26|SOLES|2020-07-23
382310175635|196.74|SOLES|2020-07-23
382310175635|300.00|SOLES|2020-07-29
412310730384|174.43|SOLES|2020-07-31
412310730384|275.57|SOLES|2020-07-31
382310198371|422.80|SOLES|2020-07-30
272310385997|100.00|SOLES|2020-07-31
383010019974|300.00|SOLES|2020-07-31
282310129600|50.00|SOLES|2020-07-01
282310241645|25.00|SOLES|2020-07-30
422310459009|150.00|SOLES|2020-07-18
432310177162|141.18|SOLES|2020-07-31
432310490482|60.00|SOLES|2020-07-21
572310061930|101.00|SOLES|2020-07-03
592310080615|163.77|SOLES|2020-07-22
592310080615|296.23|SOLES|2020-07-22
292110134882|1252.95|SOLES|2020-07-30
292110134882|113.64|SOLES|2020-07-30
292110134882|117.07|SOLES|2020-07-30
672310235920|150.00|SOLES|2020-07-09
582310034027|430.00|SOLES|2020-07-14
582310034027|130.47|SOLES|2020-07-16
582310034027|299.53|SOLES|2020-07-16
292310222172|213.35|SOLES|2020-07-31
292310222172|198.65|SOLES|2020-07-31
302110060001|93.68|SOLES|2020-07-25
302110060001|6.32|SOLES|2020-07-25
302110060001|100.00|SOLES|2020-07-31
302310285119|345.79|SOLES|2020-07-31
302310285119|154.21|SOLES|2020-07-31
003710062401|20.10|SOLES|2020-07-30
003710062401|480.76|SOLES|2020-07-30
003710062401|499.14|SOLES|2020-07-30
302310449749|300.00|SOLES|2020-07-31
302310615869|350.00|SOLES|2020-07-02
005710013581|684.47|SOLES|2020-07-20
005710013581|969.60|SOLES|2020-07-20
005710013581|991.14|SOLES|2020-07-20
005710013581|1024.79|SOLES|2020-07-20
312310041396|18.21|SOLES|2020-07-30
312310041396|201.79|SOLES|2020-07-30
312310178057|90.55|SOLES|2020-07-20
312310178057|100.45|SOLES|2020-07-20
005710350199|1255.57|SOLES|2020-07-29
005710350199|1255.70|SOLES|2020-07-29
005710350199|1287.96|SOLES|2020-07-29
005710350199|1289.61|SOLES|2020-07-29
005710350199|1404.73|SOLES|2020-07-29
005710350199|1378.45|SOLES|2020-07-29
005710350199|1408.31|SOLES|2020-07-29
005710350199|1454.85|SOLES|2020-07-29
005710350199|1431.00|SOLES|2020-07-29
005710350199|1526.42|SOLES|2020-07-29
005710350199|1422.08|SOLES|2020-07-29
005710350199|1385.32|SOLES|2020-07-29
312310277248|233.50|SOLES|2020-07-31
322310067846|18.63|SOLES|2020-07-27
322310067846|356.37|SOLES|2020-07-27
006710156685|500.88|SOLES|2020-07-14
006710156685|299.12|SOLES|2020-07-14
322310148661|380.86|SOLES|2020-07-17
322310148661|569.14|SOLES|2020-07-17
322310177298|6.01|SOLES|2020-07-21
322310177298|493.99|SOLES|2020-07-21
006710256790|224.00|SOLES|2020-07-22
322310182322|502.58|SOLES|2020-07-20
322310182322|297.42|SOLES|2020-07-20
006710424893|1200.00|SOLES|2020-07-31
322310240104|200.00|SOLES|2020-07-31
006710632578|105.00|SOLES|2020-07-31
352310021543|387.52|SOLES|2020-07-27
352310021543|303.48|SOLES|2020-07-27
352310035295|999.00|SOLES|2020-07-30
352310035295|413.88|SOLES|2020-07-30
352310035295|1087.12|SOLES|2020-07-30
352310330571|67.68|SOLES|2020-07-31
352310330571|182.32|SOLES|2020-07-31
352310619064|200.00|SOLES|2020-07-31
362310059260|703.19|SOLES|2020-07-22
362310059260|496.81|SOLES|2020-07-22
362310059260|900.00|SOLES|2020-07-22
008710093439|100.00|SOLES|2020-07-11
008710093439|200.00|SOLES|2020-07-31
008710107700|1237.00|SOLES|2020-07-27
008710107700|500.00|SOLES|2020-07-20
008710158273|196.00|SOLES|2020-07-17
008710219000|400.00|SOLES|2020-07-16
372310172526|414.60|SOLES|2020-07-15
382310121555|245.79|SOLES|2020-07-29
382310121555|584.21|SOLES|2020-07-29
009710496580|905.33|SOLES|2020-07-22
009710496580|894.67|SOLES|2020-07-22
382310147519|209.64|SOLES|2020-07-15
382310147519|160.36|SOLES|2020-07-15
382310171048|299.36|SOLES|2020-07-20
382310183142|160.00|SOLES|2020-07-16
382310206554|150.00|SOLES|2020-07-18
011710033793|1500.00|SOLES|2020-07-08
011710219194|34.05|SOLES|2020-07-30
011710219194|305.95|SOLES|2020-07-30
011710454775|150.23|SOLES|2020-07-31
011710454775|45.20|SOLES|2020-07-31
011710454775|164.34|SOLES|2020-07-31
011710454775|150.23|SOLES|2020-07-31
011710555365|20.00|SOLES|2020-07-16
011710555365|2.30|SOLES|2020-07-22
011710631299|880.00|SOLES|2020-07-16
011710666451|280.00|SOLES|2020-07-16
582310039133|95.73|SOLES|2020-07-14
582310039133|198.27|SOLES|2020-07-14
592310047606|50.74|SOLES|2020-07-22
592310047606|299.26|SOLES|2020-07-22
012710493441|999.99|SOLES|2020-07-27
012710493441|786.00|SOLES|2020-07-27
012710493441|213.78|SOLES|2020-07-27
012710493441|500.00|SOLES|2020-07-31
013710040414|100.00|SOLES|2020-07-31
015710072560|300.00|SOLES|2020-07-25
015710137488|344.00|SOLES|2020-07-24
016710213162|385.45|SOLES|2020-07-21
016710213162|101.84|SOLES|2020-07-21
016710213162|12.71|SOLES|2020-07-21
016710213162|390.00|SOLES|2020-07-27
016710265899|784.00|SOLES|2020-07-08
016710495272|100.00|SOLES|2020-07-31
016710533593|116.11|SOLES|2020-07-30
016710533593|383.89|SOLES|2020-07-30
016710923000|310.00|SOLES|2020-07-24
017710046081|250.00|SOLES|2020-07-18
017710256540|221.92|SOLES|2020-07-21
017710256540|278.08|SOLES|2020-07-21
022710207766|292.50|SOLES|2020-07-13
025710003713|900.00|SOLES|2020-07-31
025710003713|705.01|SOLES|2020-07-31
025710003713|1394.99|SOLES|2020-07-31
025710090512|491.75|SOLES|2020-07-21
025710090512|308.25|SOLES|2020-07-21
025710212017|655.48|SOLES|2020-07-21
025710212017|494.52|SOLES|2020-07-21
026710116091|238.40|SOLES|2020-07-24
026710116091|161.60|SOLES|2020-07-24
027710020457|404.08|SOLES|2020-07-31
027710020457|995.92|SOLES|2020-07-31
027710073142|200.00|SOLES|2020-07-30
027710141162|375.00|SOLES|2020-07-31
027710141162|200.00|SOLES|2020-07-20
027710204515|120.00|SOLES|2020-07-02
027710204515|236.40|SOLES|2020-07-21
028710075236|1000.00|SOLES|2020-07-20
028710079915|190.00|SOLES|2020-07-31
028710156507|159.90|SOLES|2020-07-23
029710071803|500.00|SOLES|2020-07-13
029710071803|3143.00|SOLES|2020-07-16
029710071803|1356.11|SOLES|2020-07-16
030110785497|100.00|SOLES|2020-07-29
030710029866|44.31|SOLES|2020-07-30
030710029866|955.69|SOLES|2020-07-30
030710657013|300.00|SOLES|2020-07-23
031710063251|1618.55|SOLES|2020-07-18
031710063251|381.40|SOLES|2020-07-18
031710096442|201.10|SOLES|2020-07-30
032110038463|194.37|SOLES|2020-07-20
032110038463|42.63|SOLES|2020-07-20
032310010411|220.41|SOLES|2020-07-16
032310010411|169.59|SOLES|2020-07-16
032310247419|26.03|SOLES|2020-07-31
032310247419|93.97|SOLES|2020-07-31
032310415727|368.14|SOLES|2020-07-17
032310415727|491.86|SOLES|2020-07-23
032310450138|5.37|SOLES|2020-07-30
032310450138|194.02|SOLES|2020-07-30
032310450138|200.61|SOLES|2020-07-30
032310460566|1217.57|SOLES|2020-07-21
032310460566|385.81|SOLES|2020-07-21
032310460566|396.62|SOLES|2020-07-21
032310549129|1.95|SOLES|2020-07-29
032310549129|121.53|SOLES|2020-07-29
032310549129|126.52|SOLES|2020-07-29
032310562783|250.00|SOLES|2020-07-20
032710028708|300.83|SOLES|2020-07-22
032710028708|299.17|SOLES|2020-07-22
033710253155|706.97|SOLES|2020-07-23
033710253155|493.03|SOLES|2020-07-23
035710299062|139.48|SOLES|2020-07-09
038710072687|515.81|SOLES|2020-07-22
038710072687|984.19|SOLES|2020-07-22
038710077611|1000.00|SOLES|2020-07-29
042110116078|372.81|SOLES|2020-07-31
042710234156|249.13|SOLES|2020-07-31
042710234156|200.87|SOLES|2020-07-31
048710677807|216.59|SOLES|2020-07-17
048710677807|332.41|SOLES|2020-07-17
049710441277|290.00|SOLES|2020-07-16
057710220104|100.00|SOLES|2020-07-30
059710003241|150.00|SOLES|2020-07-16
062310106596|66.00|SOLES|2020-07-30
062310319728|10.40|SOLES|2020-07-27
062310352307|150.00|SOLES|2020-07-15
062310352307|150.00|SOLES|2020-07-30
062310462148|600.00|SOLES|2020-07-31
068710588515|500.00|SOLES|2020-07-24
072310164735|112.02|SOLES|2020-07-17
072310164735|116.44|SOLES|2020-07-17
079710064589|308.20|SOLES|2020-07-30
079710327473|55.51|SOLES|2020-07-03
079710327473|429.49|SOLES|2020-07-03
079710447883|771.00|SOLES|2020-07-22
079710489364|275.00|SOLES|2020-07-24
080110060370|250.00|SOLES|2020-07-02
082310318561|110.00|SOLES|2020-07-31
082710156439|200.00|SOLES|2020-07-16
082710246891|62.93|SOLES|2020-07-22
082710246891|322.69|SOLES|2020-07-22
082710246891|334.38|SOLES|2020-07-22
082710476175|490.00|SOLES|2020-07-30
083710039989|3924.50|SOLES|2020-07-15
083710039989|4375.35|SOLES|2020-07-15
083710173390|815.00|SOLES|2020-07-15
084710229034|200.00|SOLES|2020-07-29
086710192617|926.65|SOLES|2020-07-22
086710192617|573.04|SOLES|2020-07-22
090110094779|200.00|SOLES|2020-07-29
092310050692|6.25|SOLES|2020-07-22
092310050692|93.75|SOLES|2020-07-22
092310204737|42.20|SOLES|2020-07-16
092310204737|132.80|SOLES|2020-07-16
092311289646|215.00|SOLES|2020-07-31
092410048414|150.00|SOLES|2020-07-29
092410061268|200.00|SOLES|2020-07-29
095710015827|437.53|SOLES|2020-07-31
095710015827|262.47|SOLES|2020-07-31
095710023078|166.51|SOLES|2020-07-31
095710023078|500.00|SOLES|2020-07-02
095710023078|33.49|SOLES|2020-07-31
097710033198|250.00|SOLES|2020-07-04
122110011030|29.79|SOLES|2020-07-30
122110011030|220.21|SOLES|2020-07-30
122110027192|40.84|SOLES|2020-07-25
122110027192|94.16|SOLES|2020-07-25
122310227220|31.77|SOLES|2020-07-14
122310227220|168.23|SOLES|2020-07-14
122310227220|28.27|SOLES|2020-07-22
122310227220|271.73|SOLES|2020-07-22
122310253184|100.00|SOLES|2020-07-15
122310559978|28.20|SOLES|2020-07-01
122310559978|971.80|SOLES|2020-07-01
122310797628|584.75|SOLES|2020-07-21
122310797628|1465.25|SOLES|2020-07-21
122410028668|358.71|SOLES|2020-07-29
122410028668|641.29|SOLES|2020-07-29
132310115366|398.36|SOLES|2020-07-16
132310115366|101.64|SOLES|2020-07-16
132310145173|249.64|SOLES|2020-07-30
132310145173|100.36|SOLES|2020-07-30
132310184164|18.94|SOLES|2020-07-30
132310184164|253.06|SOLES|2020-07-30
132310239976|50.00|SOLES|2020-07-29
132310256244|116.46|SOLES|2020-07-30
132310256244|286.87|SOLES|2020-07-30
132310256244|296.67|SOLES|2020-07-30
132310444360|100.29|SOLES|2020-07-10
132310444360|99.71|SOLES|2020-07-10
152310272645|200.00|SOLES|2020-07-07
160110221482|137.75|SOLES|2020-07-29
160110221482|212.25|SOLES|2020-07-29
162110061742|18.61|SOLES|2020-07-16
162110061742|281.39|SOLES|2020-07-16
162110099262|389.54|SOLES|2020-07-18
162110099262|210.46|SOLES|2020-07-18
162110100011|129.05|SOLES|2020-07-29
162110100011|22.95|SOLES|2020-07-29
162410025116|198.22|SOLES|2020-07-29
162410025116|501.78|SOLES|2020-07-29
172110040307|116.04|SOLES|2020-07-31
172110040307|183.96|SOLES|2020-07-31
172310039596|109.14|SOLES|2020-07-23
172310039596|190.86|SOLES|2020-07-23
172310244600|47.54|SOLES|2020-07-31
172310244600|352.46|SOLES|2020-07-31
172310498057|155.00|SOLES|2020-07-31
172310508871|50.00|SOLES|2020-07-27
172310583957|937.07|SOLES|2020-07-24
172310583957|491.21|SOLES|2020-07-24
172310695686|82.29|SOLES|2020-07-17
172310695686|167.71|SOLES|2020-07-17
242910010394|250.00|SOLES|2020-07-21
252310615247|500.00|SOLES|2020-07-13
